address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
4723 W Lydia Ln,Laveen,AZ,85339,"$420,000",3,2,"1,402",33.386852,-112.161575,House for sale,https://www.zillow.com/homedetails/4723-W-Lydia-Ln-Laveen-AZ-85339/95159623_zpid/,06-23-2022_21:28:03,95159623,18 hours ago
10007 N 30th Pl,Phoenix,AZ,85028,"$725,000",4,3,"1,563",33.576694,-112.01529,House for sale,https://www.zillow.com/homedetails/10007-N-30th-Pl-Phoenix-AZ-85028/7813350_zpid/,06-23-2022_21:28:03,7813350,Open: Sat. 10am-2pm
14026 N 30th Ln,Phoenix,AZ,85053,"$250,000",2,1,"1,146",33.613117,-112.12411,House for sale,https://www.zillow.com/homedetails/14026-N-30th-Ln-Phoenix-AZ-85053/7942876_zpid/,06-23-2022_21:28:03,7942876,18 hours ago
1701 E Colter St UNIT 391,Phoenix,AZ,85016,"$370,000",2,2,935,33.511074,-112.044846,Condo for sale,https://www.zillow.com/homedetails/1701-E-Colter-St-UNIT-391-Phoenix-AZ-85016/67804634_zpid/,06-23-2022_21:28:03,67804634,18 hours ago
3187 E Berridge Ln,Phoenix,AZ,85016,"$1,880,000",3,2,"1,849",33.52475,-112.01375,House for sale,https://www.zillow.com/homedetails/3187-E-Berridge-Ln-Phoenix-AZ-85016/7810200_zpid/,06-23-2022_21:28:03,7810200,19 hours ago
Miraval Plan,,,,"$997,990",5,4,"3,487",33.68675,-111.9527,New construction,https://www.zillow.com/community/talinn-at-desert-ridge/2062747011_zpid/,06-23-2022_21:28:03,2062747011,Open: M: 10:00 AM-6:00 ...
29 W Mission Ln,Phoenix,AZ,85021,"$421,000",3,2,"1,248",33.56929,-112.075165,House for sale,https://www.zillow.com/homedetails/29-W-Mission-Ln-Phoenix-AZ-85021/7788754_zpid/,06-23-2022_21:28:03,7788754,1 day on Zillow
3515 W Calle Lejos,Glendale,AZ,85310,"$485,000",3,2,"1,600",33.704872,-112.1358,House for sale,https://www.zillow.com/homedetails/3515-W-Calle-Lejos-Glendale-AZ-85310/7932287_zpid/,06-23-2022_21:28:03,7932287,1 day on Zillow
1001 E Tuckey Ln,Phoenix,AZ,85014,"$1,199,000",4,3,"2,631",33.53349,-112.06041,House for sale,https://www.zillow.com/homedetails/1001-E-Tuckey-Ln-Phoenix-AZ-85014/7796506_zpid/,06-23-2022_21:28:03,7796506,1 day on Zillow
8241 W Trafalgar Ave,Phoenix,AZ,85033,"$330,000",3,2,"1,335",33.490948,-112.23723,House for sale,https://www.zillow.com/homedetails/8241-W-Trafalgar-Ave-Phoenix-AZ-85033/7478816_zpid/,06-23-2022_21:28:03,7478816,1 day on Zillow
5209 E Angela Dr,Scottsdale,AZ,85254,"$1,150,000",4,3,"2,904",33.645275,-111.96821,House for sale,https://www.zillow.com/homedetails/5209-E-Angela-Dr-Scottsdale-AZ-85254/8016857_zpid/,06-23-2022_21:28:03,8016857,1 day on Zillow
1016 E Mountain Sage Dr,Phoenix,AZ,85048,"$867,000",4,3,"2,671",33.31762,-112.06089,House for sale,https://www.zillow.com/homedetails/1016-E-Mountain-Sage-Dr-Phoenix-AZ-85048/8133903_zpid/,06-23-2022_21:28:03,8133903,Open: Thu. 9am-7pm
